TransactionID,Date,CustomerID,Product,Category,Region,Quantity,UnitPrice,Sales,PaymentMethod,Channel
873,2026-01-07,C2954,Printer,Office,Central,3,11361,34083,Net Banking,Store
874,2026-05-25,C2087,Headphones,Accessories,West,2,3993,7986,Net Banking,Online
875,2026-11-22,C2968,Desk,Furniture,Central,2,15034,30068,UPI,Store
876,2026-11-14,C1362,Mouse,Accessories,East,7,1592,11144,Cash,Store
877,2026-09-30,C1024,Keyboard,Accessories,Northeast,1,3163,3163,UPI,Distributor
878,2026-10-06,C1713,Monitor,Electronics,South,8,19660,157280,Cash,Store
879,2026-03-29,C1585,Monitor,Electronics,East,2,18120,36240,UPI,Store
880,2026-06-16,C1937,Mouse,Accessories,North,4,1570,6280,Cash,Distributor
881,2026-03-16,C1238,Office Chair,Furniture,North,1,10098,10098,Debit Card,Store
882,2026-02-14,C1060,Desk,Furniture,Central,8,16240,129920,Debit Card,Online
883,2026-03-12,C1217,Keyboard,Accessories,East,10,2914,29140,Net Banking,Online
884,2026-10-02,C2985,Keyboard,Accessories,North,6,2825,16950,Debit Card,Store
885,2026-07-08,C2304,Desk,Furniture,East,6,15016,90096,Net Banking,Store
886,2026-07-01,C1202,Keyboard,Accessories,East,10,2860,28600,Cash,Store
887,2026-03-18,C1211,Headphones,Accessories,West,4,3816,15264,Cash,Store
888,2026-05-31,C2197,Laptop,Electronics,East,5,60219,301095,Cash,Online
889,2026-05-26,C1555,Keyboard,Accessories,East,9,3100,27900,Net Banking,Store
890,2026-03-07,C2524,Mouse,Accessories,Northeast,9,1558,14022,UPI,Distributor
891,2026-07-15,C2933,Printer,Office,South,2,11632,23264,Credit Card,Store
892,2026-05-04,C2355,Keyboard,Accessories,North,6,2742,16452,UPI,Online
893,2026-10-03,C1987,Mobile,Electronics,North,10,25903,259030,Debit Card,Online
894,2026-08-22,C2310,Monitor,Electronics,East,8,19456,155648,Net Banking,Online
895,2026-04-21,C2804,Keyboard,Accessories,South,4,3084,12336,UPI,Store
896,2026-05-09,C1524,Keyboard,Accessories,Central,3,2861,8583,Net Banking,Distributor
897,2026-05-21,C1196,Printer,Office,East,7,10819,75733,Cash,Distributor
898,2026-12-29,C1546,Monitor,Electronics,South,10,18855,188550,Credit Card,Store
899,2026-10-18,C1626,Tablet,Electronics,Central,5,32599,162995,Net Banking,Store
900,2026-01-10,C2861,Desk,Furniture,South,1,15433,15433,Credit Card,Store
901,2026-01-16,C2754,Office Chair,Furniture,Northeast,10,10019,100190,Debit Card,Distributor
902,2026-06-25,C2049,Headphones,Accessories,East,3,3666,10998,Debit Card,Online
903,2026-06-30,C1976,Keyboard,Accessories,West,4,3113,12452,Debit Card,Distributor
904,2026-05-31,C2262,Mobile,Electronics,South,5,25572,127860,Net Banking,Store
905,2026-03-25,C1705,Headphones,Accessories,West,2,3864,7728,UPI,Distributor
906,2026-07-19,C2258,Laptop,Electronics,East,9,61711,555399,UPI,Online
907,2026-06-30,C1297,Office Chair,Furniture,East,5,9910,49550,Net Banking,Online
908,2026-06-15,C1016,Office Chair,Furniture,South,3,9138,27414,Net Banking,Store
909,2026-02-11,C2916,Printer,Office,Central,7,11406,79842,Debit Card,Distributor
910,2026-02-09,C2528,Laptop,Electronics,Northeast,1,60320,60320,Cash,Store
911,2026-09-20,C2038,Mobile,Electronics,Central,6,27346,164076,Credit Card,Store
912,2026-09-11,C1757,Printer,Office,Northeast,4,10880,43520,Cash,Distributor
913,2026-03-24,C1736,Headphones,Accessories,West,7,3755,26285,Cash,Distributor
914,2026-11-13,C1316,Headphones,Accessories,South,5,3950,19750,Cash,Distributor
915,2026-08-05,C1473,Keyboard,Accessories,Northeast,1,3055,3055,Net Banking,Online
916,2026-06-04,C1662,Mouse,Accessories,South,5,1483,7415,Cash,Distributor
917,2026-02-11,C2915,Office Chair,Furniture,Northeast,5,9904,49520,Net Banking,Online
918,2026-12-20,C2179,Desk,Furniture,South,8,14015,112120,UPI,Distributor
919,2026-11-06,C1801,Monitor,Electronics,South,6,19626,117756,UPI,Distributor
920,2026-05-04,C1435,Office Chair,Furniture,West,6,9844,59064,Credit Card,Online
921,2026-09-26,C2835,Printer,Office,Northeast,7,10863,76041,Cash,Store
922,2026-09-24,C2850,Laptop,Electronics,South,4,57544,230176,Debit Card,Distributor
923,2026-10-12,C1462,Keyboard,Accessories,West,7,2816,19712,Net Banking,Distributor
924,2026-07-08,C2764,Keyboard,Accessories,Northeast,10,2753,27530,Credit Card,Distributor
925,2026-06-20,C2546,Office Chair,Furniture,West,2,9144,18288,Cash,Store
926,2026-05-07,C1965,Headphones,Accessories,North,5,4246,21230,Debit Card,Distributor
927,2026-12-06,C2942,Headphones,Accessories,East,1,4042,4042,Cash,Online
928,2026-06-20,C2225,Desk,Furniture,Central,5,14301,71505,Debit Card,Online
929,2026-12-16,C2792,Desk,Furniture,Central,4,13910,55640,Credit Card,Store
930,2026-12-16,C2233,Desk,Furniture,Northeast,10,15380,153800,Credit Card,Distributor
931,2026-06-29,C2418,Monitor,Electronics,South,10,18356,183560,Debit Card,Store
932,2026-06-19,C1870,Tablet,Electronics,Central,1,27155,27155,UPI,Distributor
933,2026-12-06,C1984,Mouse,Accessories,South,8,1443,11544,UPI,Store
934,2026-04-18,C2295,Tablet,Electronics,East,7,30469,213283,Debit Card,Store
935,2026-01-10,C2652,Office Chair,Furniture,East,9,9617,86553,UPI,Store
936,2026-10-29,C1041,Monitor,Electronics,West,1,19827,19827,UPI,Distributor
937,2026-04-17,C1846,Keyboard,Accessories,South,2,3178,6356,Net Banking,Store
938,2026-09-14,C2209,Desk,Furniture,East,5,14755,73775,Cash,Distributor
939,2026-11-08,C1294,Keyboard,Accessories,Central,1,3144,3144,Debit Card,Distributor
940,2026-06-21,C1814,Headphones,Accessories,Central,7,3820,26740,UPI,Distributor
941,2026-10-19,C1104,Tablet,Electronics,Northeast,7,31970,223790,Debit Card,Online
942,2026-12-16,C1595,Desk,Furniture,Central,10,16392,163920,Debit Card,Online
943,2026-08-09,C2783,Monitor,Electronics,North,5,19840,99200,Net Banking,Store
944,2026-01-13,C2279,Headphones,Accessories,East,3,3933,11799,Credit Card,Store
945,2026-02-22,C1759,Printer,Office,Central,6,11102,66612,Cash,Distributor
946,2026-11-30,C2093,Office Chair,Furniture,North,3,10677,32031,Net Banking,Distributor
947,2026-11-26,C2074,Keyboard,Accessories,East,9,2830,25470,Cash,Online
948,2026-12-18,C1402,Printer,Office,Northeast,8,11825,94600,Debit Card,Distributor
949,2026-07-09,C2406,Mouse,Accessories,Northeast,8,1396,11168,Debit Card,Store
950,2026-02-04,C1439,Tablet,Electronics,Central,2,27991,55982,UPI,Store
951,2026-02-21,C2784,Headphones,Accessories,East,6,3687,22122,Cash,Online
952,2026-01-07,C1125,Mouse,Accessories,East,6,1359,8154,Debit Card,Online
953,2026-11-10,C2372,Office Chair,Furniture,Northeast,6,10566,63396,Net Banking,Store
954,2026-08-30,C2255,Desk,Furniture,West,4,15761,63044,Cash,Store
955,2026-12-15,C1548,Printer,Office,West,5,12485,62425,Debit Card,Online
956,2026-12-24,C2328,Keyboard,Accessories,East,3,2901,8703,Debit Card,Distributor
957,2026-09-22,C2418,Monitor,Electronics,West,4,19281,77124,UPI,Store
958,2026-08-03,C1496,Headphones,Accessories,Central,6,4400,26400,Debit Card,Online
959,2026-03-01,C1787,Desk,Furniture,East,4,13565,54260,Credit Card,Online
960,2026-06-08,C1262,Laptop,Electronics,West,3,60012,180036,UPI,Online
961,2026-05-21,C1782,Laptop,Electronics,North,1,60288,60288,Net Banking,Distributor
962,2026-07-14,C2055,Keyboard,Accessories,Central,7,3054,21378,Net Banking,Store
963,2026-03-07,C2804,Office Chair,Furniture,East,4,10744,42976,Cash,Distributor
964,2026-03-07,C2406,Mobile,Electronics,Northeast,3,24197,72591,Credit Card,Online
965,2026-04-18,C1173,Office Chair,Furniture,North,5,9875,49375,Net Banking,Online
966,2026-12-09,C1574,Desk,Furniture,East,6,15670,94020,Debit Card,Online
967,2026-11-20,C2927,Printer,Office,West,1,13128,13128,Net Banking,Store
968,2026-05-10,C1136,Headphones,Accessories,North,4,3777,15108,UPI,Online
969,2026-03-12,C1109,Tablet,Electronics,Central,4,27624,110496,Cash,Distributor
970,2026-09-14,C2971,Headphones,Accessories,Central,4,3749,14996,UPI,Store
971,2026-11-07,C1426,Tablet,Electronics,East,7,28309,198163,UPI,Store
972,2026-04-20,C2165,Office Chair,Furniture,North,3,9051,27153,Credit Card,Online
973,2026-02-24,C2066,Tablet,Electronics,North,1,28498,28498,Debit Card,Distributor
974,2026-06-20,C1189,Mobile,Electronics,North,7,25935,181545,Cash,Online
975,2026-08-18,C1101,Headphones,Accessories,Northeast,3,4166,12498,UPI,Online
976,2026-08-21,C1647,Monitor,Electronics,North,6,20230,121380,Cash,Store
977,2026-08-15,C1805,Tablet,Electronics,East,8,30255,242040,Debit Card,Online
978,2026-09-01,C2236,Desk,Furniture,East,6,15613,93678,UPI,Distributor
979,2026-03-14,C1979,Tablet,Electronics,South,2,32949,65898,Credit Card,Online
980,2026-11-24,C1708,Tablet,Electronics,South,2,27993,55986,Net Banking,Online
981,2026-09-10,C2978,Headphones,Accessories,Northeast,10,4281,42810,Cash,Distributor
982,2026-06-20,C2900,Keyboard,Accessories,West,5,2933,14665,Debit Card,Store
983,2026-02-21,C2426,Printer,Office,West,1,12832,12832,Cash,Distributor
984,2026-03-12,C1001,Mouse,Accessories,West,6,1357,8142,Credit Card,Distributor
985,2026-01-31,C1350,Mobile,Electronics,East,1,24691,24691,Net Banking,Store
986,2026-12-15,C2915,Monitor,Electronics,South,7,19363,135541,Net Banking,Distributor
987,2026-11-29,C1201,Mobile,Electronics,Central,6,24577,147462,UPI,Online
988,2026-09-25,C1087,Mobile,Electronics,South,4,23484,93936,Net Banking,Distributor
989,2026-05-26,C1944,Desk,Furniture,West,3,13814,41442,Cash,Online
990,2026-05-06,C2420,Laptop,Electronics,South,3,59928,179784,Debit Card,Online
991,2026-12-29,C2799,Mouse,Accessories,Northeast,4,1608,6432,Debit Card,Store
992,2026-03-19,C1199,Keyboard,Accessories,North,9,3244,29196,Debit Card,Distributor
993,2026-11-28,C1300,Monitor,Electronics,Northeast,2,21180,42360,Credit Card,Store
994,2026-02-21,C2030,Headphones,Accessories,West,5,4115,20575,Debit Card,Online
995,2026-09-08,C2892,Desk,Furniture,East,4,13653,54612,Net Banking,Online
996,2026-04-07,C1121,Desk,Furniture,North,7,14056,98392,Credit Card,Store
997,2026-06-19,C2181,Desk,Furniture,Central,10,15232,152320,Debit Card,Distributor
998,2026-08-21,C1791,Mouse,Accessories,West,10,1500,15000,Cash,Distributor
999,2026-12-27,C1899,Mouse,Accessories,Northeast,9,1610,14490,Cash,Store
1000,2026-01-09,C1705,Laptop,Electronics,Northeast,3,65124,195372,UPI,Online
1001,2026-03-02,C2590,Monitor,Electronics,Northeast,9,20725,186525,Debit Card,Online
1002,2026-05-04,C1343,Mobile,Electronics,Central,8,25061,200488,Credit Card,Distributor
1003,2026-05-26,C2991,Laptop,Electronics,North,10,60782,607820,UPI,Online
1004,2026-07-26,C2609,Mouse,Accessories,West,2,1436,2872,Cash,Distributor
1005,2026-08-17,C2886,Mobile,Electronics,West,7,26537,185759,Credit Card,Distributor
1006,2026-04-20,C2354,Keyboard,Accessories,Central,10,3287,32870,Credit Card,Distributor
1007,2026-04-15,C2396,Tablet,Electronics,South,4,31221,124884,Credit Card,Distributor
1008,2026-09-08,C2007,Monitor,Electronics,South,1,21538,21538,UPI,Distributor
1009,2026-07-15,C1400,Printer,Office,East,1,10871,10871,Net Banking,Store
1010,2026-07-27,C2319,Headphones,Accessories,North,8,3987,31896,Cash,Distributor
1011,2026-08-12,C2521,Office Chair,Furniture,Northeast,6,9030,54180,Debit Card,Distributor
1012,2026-05-06,C2020,Monitor,Electronics,North,5,20365,101825,UPI,Distributor
1013,2026-05-17,C1324,Monitor,Electronics,West,6,18719,112314,UPI,Distributor
1014,2026-01-30,C1895,Monitor,Electronics,West,6,21467,128802,Credit Card,Store
1015,2026-07-09,C2597,Mobile,Electronics,West,9,26847,241623,Cash,Distributor
1016,2026-06-23,C1945,Mobile,Electronics,West,9,27122,244098,UPI,Store
1017,2026-06-20,C2524,Mobile,Electronics,Central,2,25424,50848,Net Banking,Distributor
1018,2026-03-04,C2252,Mouse,Accessories,Central,5,1533,7665,Net Banking,Online
1019,2026-01-29,C2213,Desk,Furniture,Northeast,9,15102,135918,Credit Card,Store
1020,2026-07-24,C2054,Monitor,Electronics,Central,10,20092,200920,Credit Card,Distributor
1021,2026-10-15,C2597,Printer,Office,North,1,12249,12249,Credit Card,Store
1022,2026-05-11,C2377,Laptop,Electronics,North,9,54621,491589,Cash,Online
1023,2026-12-01,C1961,Keyboard,Accessories,South,6,3165,18990,Net Banking,Store
1024,2026-08-05,C2408,Tablet,Electronics,Central,1,28224,28224,Cash,Store
1025,2026-12-17,C2893,Monitor,Electronics,North,1,21531,21531,Net Banking,Online
1026,2026-12-20,C1585,Office Chair,Furniture,Northeast,9,9968,89712,Debit Card,Store
1027,2026-02-07,C2163,Printer,Office,Northeast,4,11274,45096,Debit Card,Online
1028,2026-01-19,C2869,Office Chair,Furniture,West,8,10503,84024,UPI,Distributor
1029,2026-10-06,C1435,Laptop,Electronics,West,1,56667,56667,Credit Card,Store
1030,2026-05-11,C1042,Monitor,Electronics,North,5,21277,106385,Net Banking,Online
1031,2026-09-12,C1303,Desk,Furniture,Central,2,15043,30086,Debit Card,Distributor
1032,2026-08-24,C1827,Laptop,Electronics,South,4,61984,247936,Net Banking,Distributor
1033,2026-11-04,C1374,Mobile,Electronics,East,2,24159,48318,Net Banking,Store
1034,2026-11-11,C2679,Laptop,Electronics,West,5,58606,293030,UPI,Store
1035,2026-03-22,C2418,Mouse,Accessories,South,2,1422,2844,UPI,Online
1036,2026-04-22,C2978,Headphones,Accessories,Northeast,6,4079,24474,Debit Card,Distributor
1037,2026-03-20,C1924,Mobile,Electronics,West,9,25021,225189,UPI,Online
1038,2026-05-19,C1844,Tablet,Electronics,Central,7,30071,210497,Debit Card,Store
1039,2026-02-21,C1479,Tablet,Electronics,Northeast,5,31451,157255,Credit Card,Store
1040,2026-12-16,C2700,Monitor,Electronics,West,4,20457,81828,Cash,Store
1041,2026-08-26,C1261,Printer,Office,East,1,10825,10825,Cash,Store
1042,2026-10-12,C1011,Keyboard,Accessories,West,7,3004,21028,Net Banking,Store
1043,2026-04-25,C1518,Headphones,Accessories,West,1,4044,4044,Cash,Online
1044,2026-11-13,C2420,Keyboard,Accessories,East,1,3168,3168,Credit Card,Store
1045,2026-08-18,C2389,Tablet,Electronics,South,9,27884,250956,Debit Card,Distributor
1046,2026-04-22,C2829,Mobile,Electronics,South,3,27383,82149,UPI,Online
1047,2026-07-21,C1330,Office Chair,Furniture,South,9,9876,88884,UPI,Distributor
1048,2026-10-18,C2940,Keyboard,Accessories,Central,2,3084,6168,Cash,Online
1049,2026-05-27,C2198,Monitor,Electronics,South,1,19282,19282,Cash,Distributor
1050,2026-06-26,C2724,Office Chair,Furniture,Northeast,9,9551,85959,Credit Card,Distributor
1051,2026-12-30,C1615,Keyboard,Accessories,Central,5,3062,15310,Credit Card,Store
1052,2026-05-20,C2821,Desk,Furniture,Central,8,13807,110456,UPI,Distributor
1053,2026-08-12,C1314,Tablet,Electronics,North,2,30755,61510,Net Banking,Store
1054,2026-07-20,C1668,Mobile,Electronics,South,2,23038,46076,Net Banking,Store
1055,2026-09-07,C2843,Keyboard,Accessories,West,3,2994,8982,Debit Card,Distributor
1056,2026-10-21,C2405,Office Chair,Furniture,West,3,9922,29766,Debit Card,Online
1057,2026-02-27,C2245,Desk,Furniture,East,8,14617,116936,Cash,Store
1058,2026-01-18,C2054,Mouse,Accessories,Northeast,7,1460,10220,Net Banking,Distributor
1059,2026-10-05,C1997,Headphones,Accessories,South,5,4112,20560,Net Banking,Distributor
1060,2026-12-15,C2324,Headphones,Accessories,Central,4,3951,15804,Debit Card,Online
1061,2026-09-29,C1868,Mouse,Accessories,Central,6,1626,9756,Cash,Store
1062,2026-04-08,C1621,Office Chair,Furniture,North,9,9230,83070,Credit Card,Distributor
1063,2026-06-01,C1895,Laptop,Electronics,Central,1,58641,58641,Credit Card,Store
1064,2026-02-08,C1365,Monitor,Electronics,Northeast,3,20256,60768,Credit Card,Store
1065,2026-06-23,C1679,Headphones,Accessories,Northeast,7,4180,29260,Debit Card,Store
1066,2026-04-27,C1029,Mobile,Electronics,North,6,24820,148920,Debit Card,Distributor
1067,2026-03-07,C2740,Printer,Office,East,9,11839,106551,Debit Card,Online
1068,2026-02-18,C2532,Printer,Office,East,4,11725,46900,UPI,Store
1069,2026-06-01,C2916,Mobile,Electronics,East,5,26082,130410,Credit Card,Store
1070,2026-10-14,C1347,Laptop,Electronics,East,8,65452,523616,UPI,Online
1071,2026-03-09,C2448,Headphones,Accessories,Central,4,3648,14592,Debit Card,Distributor
1072,2026-06-13,C2213,Headphones,Accessories,West,5,4176,20880,Debit Card,Online
1073,2026-07-04,C2246,Headphones,Accessories,Northeast,5,3631,18155,Cash,Distributor
1074,2026-07-05,C1557,Keyboard,Accessories,Northeast,6,3225,19350,UPI,Online
1075,2026-02-26,C1558,Laptop,Electronics,Central,8,61317,490536,UPI,Online
1076,2026-04-13,C2437,Keyboard,Accessories,Central,7,2845,19915,Debit Card,Distributor
1077,2026-10-11,C2887,Printer,Office,North,10,11739,117390,Net Banking,Store
1078,2026-08-19,C1559,Printer,Office,North,5,11046,55230,Net Banking,Store
1079,2026-01-06,C1910,Headphones,Accessories,Central,3,3940,11820,Cash,Distributor
1080,2026-10-06,C1030,Desk,Furniture,West,2,14053,28106,UPI,Distributor
1081,2026-07-05,C2119,Headphones,Accessories,West,1,3690,3690,UPI,Online
1082,2026-01-22,C2275,Laptop,Electronics,West,5,60634,303170,Debit Card,Store
1083,2026-01-17,C2856,Keyboard,Accessories,North,10,3270,32700,Net Banking,Store
1084,2026-06-21,C2475,Mouse,Accessories,Northeast,3,1645,4935,UPI,Online
1085,2026-12-11,C2427,Monitor,Electronics,North,1,18949,18949,Net Banking,Distributor
1086,2026-02-28,C1678,Desk,Furniture,West,4,15319,61276,Cash,Store
1087,2026-06-03,C1144,Mouse,Accessories,Central,9,1570,14130,UPI,Online
1088,2026-01-29,C1769,Monitor,Electronics,Northeast,3,19938,59814,Cash,Online
1089,2026-09-10,C2799,Tablet,Electronics,West,5,32412,162060,Cash,Store
1090,2026-03-15,C1606,Mobile,Electronics,East,3,23659,70977,Cash,Distributor
1091,2026-09-18,C1571,Tablet,Electronics,Northeast,5,28012,140060,Debit Card,Distributor
1092,2026-04-17,C1602,Headphones,Accessories,North,5,4314,21570,Debit Card,Online
1093,2026-10-23,C2509,Tablet,Electronics,North,7,32479,227353,Net Banking,Online
1094,2026-02-04,C2753,Printer,Office,North,8,13013,104104,Debit Card,Online
1095,2026-02-10,C1491,Mouse,Accessories,North,10,1479,14790,UPI,Distributor
1096,2026-05-12,C1139,Keyboard,Accessories,East,8,3143,25144,UPI,Distributor
1097,2026-03-09,C1584,Mobile,Electronics,Northeast,9,23993,215937,Cash,Distributor
1098,2026-11-12,C2742,Tablet,Electronics,West,3,29622,88866,Cash,Store
1099,2026-08-16,C2984,Printer,Office,South,3,13087,39261,Net Banking,Online
1100,2026-10-17,C1003,Keyboard,Accessories,West,2,3016,6032,Debit Card,Distributor
1101,2026-10-11,C1777,Mouse,Accessories,Central,10,1619,16190,Net Banking,Store
1102,2026-10-23,C2890,Desk,Furniture,West,8,15129,121032,Debit Card,Online
1103,2026-12-16,C2802,Keyboard,Accessories,South,5,2846,14230,UPI,Store
1104,2026-12-02,C2129,Desk,Furniture,West,3,15961,47883,UPI,Store
1105,2026-07-18,C2214,Office Chair,Furniture,West,10,10429,104290,Credit Card,Store
1106,2026-09-29,C2479,Laptop,Electronics,West,7,61109,427763,Debit Card,Store
1107,2026-03-22,C2872,Laptop,Electronics,Central,1,62705,62705,Net Banking,Distributor
1108,2026-11-04,C2672,Headphones,Accessories,West,1,4385,4385,Cash,Online
1109,2026-08-10,C1555,Monitor,Electronics,Central,2,19482,38964,UPI,Distributor
1110,2026-10-31,C2503,Monitor,Electronics,South,8,20435,163480,Credit Card,Online
1111,2026-07-19,C2660,Monitor,Electronics,West,1,19341,19341,Cash,Online
1112,2026-07-17,C1889,Desk,Furniture,Northeast,9,13886,124974,Net Banking,Online
1113,2026-07-09,C1736,Mouse,Accessories,East,6,1622,9732,Cash,Store
1114,2026-04-30,C1069,Monitor,Electronics,North,1,18262,18262,Cash,Distributor
1115,2026-03-01,C2458,Mouse,Accessories,Northeast,2,1521,3042,Cash,Online
1116,2026-02-21,C1286,Keyboard,Accessories,South,9,2709,24381,UPI,Store
1117,2026-06-14,C2694,Headphones,Accessories,South,5,3830,19150,Debit Card,Distributor
1118,2026-04-14,C1252,Laptop,Electronics,South,3,61193,183579,Cash,Online
1119,2026-07-24,C1137,Mouse,Accessories,Northeast,3,1365,4095,Credit Card,Online
1120,2026-06-14,C1957,Printer,Office,North,3,12226,36678,Credit Card,Online
1121,2026-10-22,C2334,Mouse,Accessories,Northeast,4,1403,5612,Net Banking,Online
1122,2026-12-22,C1907,Mobile,Electronics,Central,8,23578,188624,Net Banking,Distributor
1123,2026-06-21,C1022,Printer,Office,East,4,13099,52396,Net Banking,Distributor
1124,2026-03-25,C2557,Monitor,Electronics,North,6,18670,112020,UPI,Online
1125,2026-11-27,C1299,Desk,Furniture,North,3,14715,44145,Credit Card,Distributor
1126,2026-07-27,C2042,Tablet,Electronics,South,10,32804,328040,UPI,Store
1127,2026-10-04,C1275,Desk,Furniture,South,3,15543,46629,Credit Card,Online
1128,2026-07-08,C2991,Office Chair,Furniture,Northeast,10,9988,99880,Credit Card,Store
1129,2026-04-12,C1439,Keyboard,Accessories,South,8,2725,21800,UPI,Online
1130,2026-01-30,C1974,Mouse,Accessories,West,1,1590,1590,Credit Card,Distributor
1131,2026-01-29,C2488,Printer,Office,Northeast,10,12367,123670,Debit Card,Store
1132,2026-10-23,C1145,Monitor,Electronics,South,1,19633,19633,Debit Card,Store
1133,2026-09-03,C1339,Tablet,Electronics,East,8,30779,246232,Net Banking,Distributor
1134,2026-10-31,C2449,Mouse,Accessories,West,3,1362,4086,Cash,Online
1135,2026-03-06,C1364,Tablet,Electronics,Central,8,31388,251104,Cash,Store
1136,2026-06-21,C2185,Monitor,Electronics,Northeast,7,21233,148631,Net Banking,Distributor
1137,2026-06-26,C1563,Laptop,Electronics,North,3,59868,179604,Net Banking,Distributor
1138,2026-05-11,C1423,Laptop,Electronics,Central,10,55024,550240,Credit Card,Store
1139,2026-01-21,C1792,Headphones,Accessories,East,8,3763,30104,UPI,Online
1140,2026-05-19,C2760,Desk,Furniture,West,5,15815,79075,Net Banking,Store
1141,2026-09-27,C1662,Keyboard,Accessories,West,5,2783,13915,Credit Card,Online
1142,2026-04-03,C2159,Monitor,Electronics,South,2,19443,38886,Net Banking,Distributor
1143,2026-09-21,C1180,Keyboard,Accessories,South,4,2802,11208,Cash,Online
1144,2026-12-15,C2829,Desk,Furniture,Northeast,3,15714,47142,Cash,Online
1145,2026-12-26,C2024,Headphones,Accessories,South,6,4355,26130,Debit Card,Distributor
1146,2026-10-04,C2308,Desk,Furniture,West,4,15191,60764,Net Banking,Store
1147,2026-10-05,C1290,Office Chair,Furniture,South,7,9198,64386,Debit Card,Store
1148,2026-10-07,C2859,Tablet,Electronics,South,6,28045,168270,Cash,Store
1149,2026-07-31,C2816,Tablet,Electronics,Northeast,6,29956,179736,Debit Card,Distributor
1150,2026-07-20,C2355,Laptop,Electronics,Northeast,4,55161,220644,Cash,Online
1151,2026-11-13,C2631,Office Chair,Furniture,East,10,9234,92340,Cash,Store
1152,2026-10-17,C2304,Desk,Furniture,East,3,14084,42252,Debit Card,Online
1153,2026-08-22,C2326,Keyboard,Accessories,West,4,3099,12396,UPI,Store
1154,2026-01-23,C2119,Printer,Office,Central,1,11731,11731,UPI,Online
1155,2026-08-31,C2962,Headphones,Accessories,Central,5,4100,20500,Net Banking,Online
1156,2026-05-20,C1642,Desk,Furniture,North,9,15254,137286,Debit Card,Store
1157,2026-05-13,C1122,Laptop,Electronics,Central,8,62731,501848,UPI,Distributor
1158,2026-09-21,C1530,Mobile,Electronics,South,2,24199,48398,Net Banking,Distributor
1159,2026-01-01,C1835,Desk,Furniture,East,2,14417,28834,UPI,Distributor
1160,2026-07-12,C1909,Mouse,Accessories,North,10,1438,14380,Credit Card,Store
1161,2026-07-02,C2276,Office Chair,Furniture,North,9,10380,93420,Net Banking,Online
1162,2026-08-25,C1491,Laptop,Electronics,North,2,55225,110450,Net Banking,Store
1163,2026-10-08,C2799,Laptop,Electronics,Northeast,7,60268,421876,Debit Card,Online
1164,2026-06-30,C2698,Keyboard,Accessories,North,7,3122,21854,Cash,Store
1165,2026-12-24,C1798,Desk,Furniture,Northeast,5,16410,82050,UPI,Distributor
1166,2026-01-12,C1173,Mobile,Electronics,Northeast,5,27139,135695,Credit Card,Online
1167,2026-08-11,C2803,Mobile,Electronics,South,5,25820,129100,Net Banking,Distributor
1168,2026-12-02,C1687,Keyboard,Accessories,West,2,2891,5782,Cash,Store
1169,2026-02-19,C2398,Mouse,Accessories,West,1,1623,1623,Debit Card,Store
1170,2026-08-22,C1180,Monitor,Electronics,North,6,20749,124494,Net Banking,Store
1171,2026-10-14,C1292,Monitor,Electronics,East,3,21719,65157,Net Banking,Online
1172,2026-11-27,C2968,Office Chair,Furniture,Northeast,10,10567,105670,UPI,Distributor
1173,2026-11-21,C1771,Headphones,Accessories,North,7,4287,30009,Credit Card,Distributor
1174,2026-06-10,C1960,Mobile,Electronics,Central,10,25318,253180,Debit Card,Distributor
1175,2026-04-07,C2000,Office Chair,Furniture,West,4,10673,42692,Credit Card,Distributor
1176,2026-12-11,C1524,Keyboard,Accessories,East,10,2848,28480,Credit Card,Distributor
1177,2026-06-09,C2545,Office Chair,Furniture,East,5,9165,45825,Net Banking,Online
1178,2026-08-10,C1665,Headphones,Accessories,North,6,3609,21654,Credit Card,Store
1179,2026-05-27,C2188,Mouse,Accessories,East,4,1357,5428,Credit Card,Online
1180,2026-02-23,C1938,Headphones,Accessories,East,6,3761,22566,Credit Card,Online
1181,2026-07-10,C2864,Headphones,Accessories,Northeast,7,3996,27972,Debit Card,Online
1182,2026-01-14,C2818,Office Chair,Furniture,Northeast,6,10298,61788,Credit Card,Online
1183,2026-06-21,C2001,Mouse,Accessories,East,5,1398,6990,Net Banking,Store
1184,2026-11-14,C1761,Desk,Furniture,North,5,14249,71245,Cash,Online
1185,2026-11-15,C1759,Tablet,Electronics,East,6,30048,180288,Net Banking,Store
1186,2026-05-16,C2160,Office Chair,Furniture,South,7,10230,71610,Net Banking,Distributor
1187,2026-07-19,C1154,Office Chair,Furniture,East,9,9731,87579,Cash,Distributor
1188,2026-07-06,C1853,Printer,Office,West,7,12068,84476,Net Banking,Distributor
1189,2026-12-04,C1528,Laptop,Electronics,Northeast,5,55795,278975,Credit Card,Online
1190,2026-08-09,C1030,Keyboard,Accessories,East,3,2920,8760,Net Banking,Distributor
1191,2026-12-29,C1177,Keyboard,Accessories,East,5,2834,14170,Net Banking,Store
1192,2026-01-08,C2041,Keyboard,Accessories,East,1,2930,2930,UPI,Store
1193,2026-07-02,C1325,Printer,Office,North,3,13061,39183,Net Banking,Distributor
1194,2026-08-05,C2913,Keyboard,Accessories,South,3,2886,8658,Net Banking,Store
1195,2026-09-10,C1030,Tablet,Electronics,Central,4,32445,129780,UPI,Distributor
1196,2026-12-09,C2455,Mouse,Accessories,East,6,1644,9864,Credit Card,Distributor
